employee_id,age,gender,department,job_level,years_experience,work_mode,weekly_work_hours,meetings_per_week,tasks_completed_per_week,collaboration_score,training_hours_per_year,salary_usd,last_promotion_months_ago,manager_rating,self_rating,sick_days_per_year,overtime_frequency,work_life_balance_score,stress_level,sleep_hours_avg,exercise_days_per_week,num_direct_reports,project_success_rate,remote_tools_proficiency,burnout_risk,productivity_score
EMP0794,23,Female,HR,Mid,10,Hybrid,45,2,5,8.69,62.0,89583,37,1.8,5.0,5,Always,3.27,6,6.8,0.0,4,0.58,2,1,45.87
EMP0795,36,Male,Marketing,Manager,31,Remote,45,12,30,8.22,98.0,159077,28,2.6,3.1,1,Often,4.61,2,6.8,,1,0.77,1,0,100.0
EMP0796,32,Male,Finance,Senior,6,Remote,53,19,16,1.37,35.0,146359,66,1.3,3.7,0,Often,2.25,2,4.8,5.0,2,0.97,6,1,70.75
EMP0797,29,Male,Engineering,Mid,10,Remote,47,15,18,4.41,64.0,62086,70,1.9,1.9,10,Never,2.04,2,8.0,3.0,0,0.8,3,0,75.71
EMP0798,47,Male,Finance,Junior,27,Remote,56,23,29,1.31,77.0,139132,35,,2.8,15,Sometimes,3.7,8,4.2,5.0,3,0.87,1,1,96.39
EMP0799,26,Male,Operations,Mid,22,Hybrid,37,12,12,1.92,72.0,94263,28,4.2,4.4,2,Often,9.96,7,8.4,,11,0.62,6,0,63.44
EMP0800,27,Male,Data Science,Mid,22,On-site,46,11,8,6.41,93.0,155155,36,1.8,1.7,4,Rarely,3.94,1,8.1,6.0,1,0.56,8,0,59.99
EMP0801,47,Male,Operations,Junior,27,Remote,45,18,32,8.86,23.0,95664,44,2.3,2.1,14,Rarely,9.43,4,6.9,5.0,11,0.67,9,0,100.0
EMP0802,25,Male,HR,Mid,25,Hybrid,36,5,11,2.08,3.0,155474,15,1.5,2.8,14,Rarely,4.53,4,7.6,3.0,1,0.88,6,0,53.01
EMP0803,40,Female,HR,Mid,24,Hybrid,52,16,14,5.06,77.0,111968,30,1.3,3.8,3,Always,4.95,7,6.3,4.0,0,0.67,6,0,51.77
EMP0804,41,Female,Data Science,Senior,28,Hybrid,63,17,6,9.2,88.0,169563,33,5.0,2.5,22,Always,8.17,2,4.7,0.0,9,0.91,1,1,72.01
EMP0805,54,Male,Marketing,Senior,18,Hybrid,44,22,30,8.33,67.0,169464,49,3.6,4.7,3,Often,1.84,4,6.8,0.0,11,0.99,5,1,100.0
EMP0806,41,Female,Marketing,Senior,32,Hybrid,49,14,18,5.68,24.0,102804,64,3.2,1.4,7,Often,2.64,1,4.6,2.0,1,0.44,3,1,84.18
EMP0807,33,Female,HR,Junior,13,Hybrid,45,10,20,7.94,73.0,73400,61,4.1,2.5,6,Often,9.76,4,6.5,0.0,3,0.43,7,0,100.0
EMP0808,22,Male,HR,Junior,13,Remote,39,12,21,5.7,98.0,63088,42,4.4,3.8,25,Always,5.55,1,5.0,4.0,5,0.49,9,1,97.63
EMP0809,47,Female,Engineering,Senior,34,Hybrid,30,12,26,2.42,6.0,122893,55,4.2,1.9,24,Often,1.4,2,7.7,6.0,11,0.63,6,1,95.93
EMP0810,35,Female,Marketing,Mid,29,Hybrid,39,7,8,2.12,12.0,40969,14,1.1,3.6,16,Never,1.43,2,7.0,4.0,6,0.48,5,0,37.58
EMP0811,59,Female,Data Science,Junior,27,Remote,33,2,23,2.7,67.0,43981,47,1.7,1.7,14,Sometimes,9.17,10,7.3,0.0,6,0.92,7,0,77.14
EMP0812,58,Male,Marketing,Lead,16,Remote,58,23,6,4.16,42.0,89091,48,3.6,1.2,4,Rarely,8.86,3,,1.0,6,0.41,9,0,56.65
EMP0813,32,Female,Engineering,Senior,2,On-site,44,7,13,9.37,56.0,142154,43,2.5,1.5,12,Rarely,5.13,8,8.8,4.0,3,0.59,5,0,73.93
EMP0814,57,Male,Operations,Mid,15,Hybrid,42,14,23,8.2,35.0,59408,9,4.9,4.7,3,Never,2.47,6,,2.0,11,0.51,5,0,99.18
EMP0815,34,Female,HR,Junior,29,Hybrid,52,23,20,4.9,13.0,82940,19,3.7,3.2,21,Often,8.47,6,8.5,1.0,4,0.96,10,0,88.73
EMP0816,24,Female,HR,Senior,28,On-site,36,23,29,5.44,81.0,38657,69,4.8,4.2,16,Always,3.92,9,5.4,0.0,10,0.8,4,1,100.0
EMP0817,54,Female,Engineering,Senior,14,Hybrid,38,6,22,3.39,71.0,56230,7,1.8,2.3,21,Often,4.77,8,5.8,6.0,11,0.95,5,1,73.93
EMP0818,27,Female,Data Science,Senior,24,Hybrid,45,16,27,7.34,95.0,119731,44,4.5,3.4,16,Often,7.14,2,4.0,3.0,2,0.98,7,1,100.0
EMP0819,31,Female,HR,Senior,22,On-site,53,19,25,8.22,26.0,173939,33,2.3,3.0,13,Rarely,4.18,6,6.0,4.0,0,0.7,3,0,100.0
EMP0820,26,Male,Finance,Lead,24,On-site,49,21,15,3.15,,39329,50,5.0,4.8,13,Rarely,6.66,1,6.5,3.0,7,0.54,4,0,78.68
EMP0821,44,Male,HR,Mid,6,Hybrid,46,15,8,1.38,86.0,70865,3,1.6,4.0,16,Always,8.97,9,7.0,5.0,9,0.52,9,1,26.95
EMP0822,31,Female,Finance,Junior,21,Hybrid,45,16,29,6.62,70.0,72869,38,3.1,3.9,7,Rarely,8.18,4,5.9,2.0,10,0.53,2,0,100.0
EMP0823,23,Male,Engineering,Senior,16,Remote,48,6,36,6.06,75.0,155185,23,4.2,1.2,1,Often,4.43,4,7.4,1.0,6,0.83,8,0,100.0
EMP0824,34,Male,Engineering,Senior,17,On-site,46,5,34,4.62,24.0,118984,54,2.7,3.2,25,Never,3.59,9,7.3,3.0,8,0.42,9,1,100.0
EMP0825,23,Male,HR,Senior,9,Hybrid,36,3,30,6.8,66.0,160172,25,2.9,2.9,12,Always,3.57,3,5.9,2.0,9,0.43,5,1,100.0
EMP0826,41,Male,Marketing,Junior,9,Remote,45,8,38,5.96,89.0,136069,24,4.9,4.7,29,Never,4.14,5,5.3,3.0,3,0.76,7,0,100.0
EMP0827,22,Female,Finance,Junior,6,On-site,36,11,13,3.26,3.0,124711,35,2.7,2.0,21,Often,5.44,1,6.6,3.0,11,0.79,6,0,59.4
EMP0828,58,Female,Data Science,Lead,26,Hybrid,45,17,16,4.58,99.0,101252,70,3.4,2.1,15,Always,4.75,6,6.6,2.0,11,0.8,1,0,67.66
EMP0829,30,Female,HR,Senior,32,Remote,41,11,6,4.85,78.0,114386,57,1.2,2.6,29,Never,2.2,3,5.8,4.0,4,0.62,8,1,36.96
EMP0830,38,Female,Data Science,Lead,0,Hybrid,65,19,9,8.92,95.0,153728,11,4.4,2.0,15,Always,2.47,1,6.2,3.0,4,0.88,9,1,90.49
EMP0831,30,Male,HR,Senior,33,Hybrid,44,18,9,9.65,92.0,167783,0,3.6,1.5,5,Often,4.09,10,4.8,2.0,6,0.72,10,1,67.72
EMP0832,32,Male,Marketing,Senior,3,On-site,33,22,26,9.04,73.0,60801,49,2.6,4.4,21,Always,6.06,6,7.3,3.0,8,0.46,1,0,100.0
EMP0833,36,Female,Marketing,Senior,16,Remote,43,14,9,7.47,84.0,125709,24,1.1,3.2,23,Often,6.33,10,7.3,6.0,7,0.88,8,1,58.33
EMP0834,45,Male,Marketing,Lead,3,On-site,49,2,8,6.26,15.0,88270,4,3.4,4.4,3,Always,5.38,2,6.6,4.0,6,0.97,3,0,69.26
EMP0835,59,Female,Operations,Senior,25,Hybrid,58,2,13,7.2,18.0,90535,67,1.1,4.3,2,Always,7.65,8,7.4,6.0,0,0.44,6,1,53.02
EMP0836,56,Female,Marketing,Senior,3,Remote,40,16,33,9.45,28.0,51220,5,1.0,2.1,5,Rarely,7.64,2,6.7,6.0,11,0.63,10,0,100.0
EMP0837,51,Male,Engineering,Junior,0,On-site,32,2,26,3.25,50.0,48392,25,3.5,3.2,3,Often,4.85,4,8.4,2.0,9,0.69,8,0,100.0
EMP0838,52,Female,Engineering,Mid,6,Hybrid,51,7,31,5.82,17.0,168318,54,1.8,1.3,17,Sometimes,2.12,3,4.9,6.0,5,0.49,5,1,100.0
EMP0839,26,Female,Operations,Senior,29,Remote,33,14,14,7.21,57.0,55010,38,1.8,4.7,5,Always,5.77,9,6.7,3.0,9,0.92,8,1,67.28
EMP0840,35,Female,Finance,Mid,8,Hybrid,41,2,20,7.11,43.0,161951,8,,2.6,25,Never,4.43,2,7.6,0.0,8,0.57,7,0,100.0
EMP0841,32,Male,Data Science,Junior,34,On-site,42,6,14,3.27,15.0,103358,44,1.2,2.6,4,Rarely,2.24,3,,4.0,6,0.87,7,0,62.29
EMP0842,30,Male,HR,Mid,7,Remote,44,10,10,6.28,64.0,131190,13,2.3,2.2,26,Rarely,9.84,7,7.5,3.0,0,0.8,7,0,64.46
EMP0843,55,Female,HR,Junior,23,Remote,50,18,9,8.16,1.0,150795,54,1.6,2.8,8,Always,4.33,4,5.3,1.0,8,0.76,9,1,64.26
EMP0844,33,Male,Operations,Junior,18,Remote,39,17,10,5.28,55.0,157790,8,,2.0,10,Sometimes,6.63,6,4.5,2.0,2,0.52,6,0,52.47
EMP0845,56,Male,Engineering,Mid,26,Remote,42,9,29,8.14,78.0,160223,14,3.6,2.5,5,Rarely,5.41,3,6.3,3.0,8,0.53,6,0,100.0
EMP0846,56,Female,HR,Lead,31,On-site,44,18,8,4.24,27.0,110205,36,3.9,4.2,29,Often,2.29,1,6.9,4.0,3,0.43,9,1,49.23
EMP0847,22,Male,Engineering,Mid,13,Hybrid,46,16,36,9.45,,36082,49,2.0,4.3,15,Always,1.5,6,7.6,6.0,8,0.54,6,1,100.0
EMP0848,43,Female,Finance,Junior,17,Remote,45,2,39,5.81,4.0,177220,71,1.4,2.2,18,Always,6.63,4,5.2,4.0,7,0.61,7,1,100.0
EMP0849,50,Female,Data Science,Junior,27,Remote,48,13,14,6.36,21.0,110093,20,1.3,2.9,10,Sometimes,3.22,2,7.2,1.0,6,0.9,7,0,77.24
EMP0850,29,Female,Finance,Senior,28,Remote,51,6,38,1.28,99.0,86952,56,2.7,4.5,20,Often,3.19,7,4.0,6.0,3,0.62,2,1,100.0
EMP0851,32,Male,Operations,Mid,15,On-site,48,7,10,2.53,12.0,71719,18,4.8,1.2,14,Often,9.61,10,5.6,1.0,8,0.85,8,1,48.89
EMP0852,58,Female,Marketing,Lead,34,Remote,48,2,20,6.7,64.0,83737,57,1.9,4.6,25,Sometimes,5.16,5,7.5,5.0,3,0.66,6,0,81.04
EMP0853,35,Male,Marketing,Senior,30,On-site,32,2,23,4.78,15.0,142271,5,2.0,1.9,23,Never,1.26,6,5.1,5.0,0,0.87,4,1,86.22
EMP0854,51,Male,Marketing,Senior,3,Hybrid,45,11,38,5.57,85.0,102839,3,1.4,3.7,8,Often,4.06,6,5.2,,5,0.99,7,1,100.0
EMP0855,56,Female,Finance,Mid,16,Remote,48,11,29,1.57,63.0,82931,42,3.4,3.3,23,Never,6.26,9,5.9,,3,0.54,8,1,84.11
EMP0856,42,Male,HR,Senior,25,On-site,50,4,35,8.51,31.0,74925,41,3.7,3.2,18,Never,3.96,2,6.7,6.0,9,0.92,1,0,100.0
EMP0857,58,Male,Data Science,Mid,3,Hybrid,39,18,21,8.06,79.0,122745,2,3.6,4.4,24,Always,1.24,6,5.2,4.0,2,0.77,10,1,89.63
EMP0858,26,Female,Marketing,Manager,29,Hybrid,39,20,34,2.67,50.0,161298,0,4.4,1.4,18,Always,5.0,9,6.5,0.0,11,0.89,4,1,100.0
EMP0859,40,Male,Operations,Senior,29,On-site,40,12,35,6.71,78.0,128709,54,2.9,2.4,23,Rarely,1.95,4,6.0,6.0,4,0.79,4,0,100.0
EMP0860,35,Male,Operations,Mid,21,Remote,49,19,23,8.36,57.0,77287,14,1.5,3.2,25,Always,6.57,6,7.9,6.0,2,0.65,10,0,100.0
EMP0861,47,Female,Marketing,Mid,10,Remote,53,3,39,6.77,45.0,142252,46,2.2,4.2,8,Often,6.58,7,5.9,6.0,10,0.54,9,1,100.0
EMP0862,25,Female,Marketing,Junior,1,Hybrid,41,10,33,3.79,51.0,144323,45,3.6,1.9,22,Often,1.34,1,,6.0,8,0.44,6,1,100.0
EMP0863,46,Female,Data Science,Senior,11,Remote,52,18,5,6.91,62.0,47803,57,3.5,4.2,3,Never,3.62,5,6.7,0.0,11,0.72,4,0,55.24
EMP0864,46,Male,Marketing,Junior,29,Remote,45,15,8,2.89,75.0,153819,70,3.1,2.6,9,Often,4.72,4,6.0,3.0,5,0.99,1,0,57.05
EMP0865,39,Male,Data Science,Senior,17,Remote,44,5,32,3.86,59.0,128361,38,3.7,1.8,8,Always,5.95,10,7.4,2.0,2,0.84,8,1,100.0
EMP0866,29,Male,Operations,Mid,25,Remote,43,18,22,3.16,64.0,48698,2,3.5,4.0,18,Always,3.66,2,7.7,2.0,4,0.6,9,1,78.21
EMP0867,35,Male,Marketing,Senior,6,On-site,50,18,30,6.01,80.0,50376,29,4.5,1.4,14,Always,3.59,2,5.9,2.0,7,0.9,5,1,100.0
EMP0868,53,Female,Finance,Lead,0,Remote,47,13,23,1.97,54.0,48117,34,3.3,3.1,18,Sometimes,9.85,2,6.9,1.0,7,0.86,5,0,93.68
EMP0869,59,Male,Finance,Senior,25,Hybrid,63,21,10,9.4,,83786,56,4.1,1.3,1,Often,1.38,7,5.4,6.0,5,0.57,10,1,70.73
EMP0870,54,Male,Operations,Senior,22,Hybrid,38,19,5,4.0,91.0,148005,28,2.0,2.4,9,Rarely,9.9,4,7.2,6.0,4,0.41,8,0,26.47
EMP0871,44,Female,Data Science,Junior,25,Hybrid,49,4,12,2.97,70.0,101480,49,3.7,3.4,18,Often,1.43,6,6.8,4.0,4,0.47,8,1,53.02
EMP0872,36,Female,Finance,Junior,5,Remote,40,12,37,5.47,72.0,167583,61,4.6,3.2,16,Often,3.6,7,6.1,1.0,0,0.93,5,1,100.0
EMP0873,54,Female,Data Science,Senior,5,On-site,38,19,25,3.49,85.0,88233,51,2.5,2.6,19,Sometimes,5.44,9,6.9,4.0,1,0.9,4,1,81.2
EMP0874,46,Male,Finance,Mid,7,Remote,44,5,28,5.81,25.0,146022,13,4.1,2.7,23,Often,2.29,2,7.2,5.0,11,0.58,6,1,100.0
EMP0875,38,Male,Finance,Mid,23,On-site,46,18,29,4.14,11.0,127529,34,3.9,1.9,20,Never,2.21,10,8.0,4.0,10,0.57,10,1,100.0
EMP0876,54,Male,Data Science,Junior,21,On-site,68,19,23,2.19,70.0,135919,27,1.2,2.8,1,Always,3.31,9,7.0,4.0,3,0.88,5,1,75.92
EMP0877,23,Male,HR,Mid,18,Hybrid,43,6,33,3.39,45.0,118533,57,3.3,4.8,18,Always,9.76,5,7.6,3.0,5,0.96,8,0,100.0
EMP0878,35,Female,Finance,Junior,17,Hybrid,35,15,14,4.95,46.0,104407,29,1.5,4.4,16,Sometimes,4.42,6,8.8,,10,0.87,9,0,62.37
EMP0879,27,Female,Marketing,Lead,30,Hybrid,47,11,16,1.27,,108809,6,4.9,1.6,17,Always,6.09,6,5.3,6.0,6,0.76,1,1,75.02
EMP0880,27,Female,Operations,Junior,29,Remote,30,16,37,7.94,37.0,52229,38,4.2,1.1,16,Never,7.34,3,7.9,1.0,0,0.55,9,0,100.0
EMP0881,24,Female,HR,Senior,32,On-site,44,2,11,6.6,20.0,77176,68,1.4,4.7,1,Sometimes,7.68,10,5.4,5.0,7,0.72,9,1,56.45
EMP0882,28,Male,Data Science,Junior,9,On-site,45,17,21,6.41,13.0,129825,34,1.5,3.1,18,Rarely,7.19,7,5.6,1.0,11,0.54,6,0,74.46
EMP0883,29,Female,HR,Senior,11,Remote,51,12,14,5.91,1.0,169332,51,3.4,3.2,0,Always,4.03,7,6.5,6.0,0,0.88,10,0,75.72
EMP0884,36,Male,Engineering,Mid,29,Hybrid,52,24,35,6.31,71.0,132555,13,2.4,4.1,10,Often,2.01,8,5.7,3.0,8,0.63,5,1,100.0
EMP0885,50,Female,Engineering,Lead,26,On-site,40,21,10,9.41,69.0,38145,62,1.1,2.3,24,Never,3.54,5,5.5,4.0,3,0.9,7,1,71.57
EMP0886,54,Female,Finance,Lead,8,On-site,43,7,21,1.08,32.0,132289,35,3.2,2.9,9,Never,2.89,2,6.4,5.0,11,0.63,8,0,73.1
EMP0887,51,Male,Finance,Mid,20,Hybrid,38,23,22,1.43,5.0,173874,23,2.6,4.9,4,Always,2.23,3,6.1,2.0,6,0.89,9,0,84.57
EMP0888,48,Male,Marketing,Lead,11,Hybrid,35,17,30,2.72,89.0,37263,39,1.4,3.7,15,Rarely,1.22,9,5.7,6.0,10,0.6,9,1,87.39
EMP0889,57,Non-binary,Operations,Manager,28,Remote,47,3,20,2.51,36.0,92788,28,4.2,1.6,23,Often,9.42,6,,0.0,5,0.66,10,0,84.8
EMP0890,50,Male,HR,Lead,32,On-site,34,2,12,2.63,13.0,174227,52,4.7,1.5,4,Rarely,9.29,8,8.2,0.0,8,0.77,3,0,56.89
EMP0891,59,Male,Engineering,Lead,14,Remote,41,10,28,7.05,36.0,166994,21,4.0,1.8,23,Rarely,1.45,8,5.1,3.0,1,0.44,8,1,97.42
EMP0892,54,Male,Finance,Junior,1,Hybrid,37,23,17,5.14,,80344,71,4.3,4.1,22,Always,2.56,5,6.3,2.0,10,0.97,1,1,78.79
EMP0893,58,Female,Operations,Senior,17,Remote,49,13,33,9.93,76.0,157819,14,1.9,2.2,11,Often,2.26,1,7.8,0.0,6,0.74,7,1,100.0
EMP0894,48,Female,HR,Junior,2,Remote,59,18,36,3.04,12.0,108352,68,2.1,1.1,3,Always,3.53,6,7.5,0.0,10,0.7,5,1,100.0
EMP0895,54,Female,Finance,Junior,6,Hybrid,34,16,28,3.8,39.0,75324,63,1.8,4.8,22,Always,2.84,7,6.8,6.0,4,0.9,2,1,94.6
EMP0896,25,Male,Finance,Manager,17,On-site,30,20,20,9.86,91.0,129075,3,4.1,1.7,5,Never,9.51,9,5.8,5.0,6,0.92,2,1,99.4
EMP0897,43,Female,Engineering,Mid,32,Remote,44,23,15,8.49,,112169,17,4.8,1.0,18,Always,1.76,2,,5.0,0,0.71,8,1,100.0
EMP0898,23,Male,Engineering,Senior,30,Hybrid,45,11,36,5.23,17.0,58384,41,3.9,1.9,8,Sometimes,2.91,2,5.2,6.0,10,0.96,5,0,100.0
EMP0899,31,Female,Finance,Lead,10,Remote,46,13,10,5.99,56.0,38512,29,4.5,1.9,11,Often,1.73,10,6.2,1.0,10,0.44,3,1,60.43
EMP0900,26,Female,Data Science,Lead,3,Remote,41,15,39,8.59,82.0,172138,14,3.6,2.7,25,Never,9.82,1,6.1,6.0,9,0.47,1,0,100.0
EMP0901,31,Male,Finance,Manager,17,Hybrid,43,10,37,5.33,37.0,158775,69,2.6,4.7,14,Often,9.27,5,6.3,2.0,8,0.76,7,0,100.0
EMP0902,54,Male,Operations,Junior,3,Hybrid,47,14,22,2.85,31.0,113743,54,2.7,4.5,15,Never,7.45,2,5.6,,0,0.61,3,0,83.59
EMP0903,59,Male,Finance,Junior,33,Remote,53,4,17,8.46,85.0,120642,52,1.3,2.8,12,Sometimes,4.83,3,4.5,5.0,4,0.68,7,0,89.91
EMP0904,34,Male,Marketing,Mid,28,Remote,30,22,14,5.84,65.0,164587,15,1.1,2.6,24,Always,2.71,2,8.0,6.0,7,0.6,2,1,71.0
EMP0905,52,Male,Marketing,Junior,23,Remote,42,15,30,2.38,76.0,114858,33,3.8,3.2,29,Never,2.99,4,,5.0,0,0.64,4,0,100.0
EMP0906,57,Female,Marketing,Junior,21,Remote,46,22,21,5.55,86.0,89800,26,2.8,2.0,20,Never,4.99,3,7.5,,6,0.89,2,0,96.17
EMP0907,45,Female,Data Science,Mid,1,On-site,37,11,5,4.72,,135364,12,3.2,1.2,23,Never,7.91,9,7.0,1.0,1,0.76,4,0,38.77
EMP0908,36,Male,Data Science,Senior,5,On-site,58,17,29,8.89,91.0,37387,26,3.2,4.8,6,Sometimes,3.38,10,6.7,2.0,6,1.0,5,1,100.0
EMP0909,50,Male,Finance,Senior,24,Remote,39,8,38,2.13,57.0,167871,68,,1.7,24,Often,3.8,2,5.7,4.0,6,0.87,8,1,100.0
EMP0910,29,Male,Marketing,Mid,20,Hybrid,44,5,14,8.88,74.0,154095,30,2.9,1.8,22,Sometimes,6.4,7,5.8,5.0,8,0.56,2,0,78.59
EMP0911,26,Female,Data Science,Senior,15,On-site,49,21,24,5.61,32.0,70548,2,2.9,2.9,19,Never,3.14,3,8.2,2.0,5,0.56,10,0,95.67
EMP0912,50,Male,Engineering,Junior,30,Remote,40,24,11,4.64,87.0,125450,29,2.6,3.0,3,Never,6.26,10,8.5,3.0,3,0.6,3,0,43.65
EMP0913,25,Female,Finance,Junior,13,On-site,30,12,20,2.46,65.0,140669,20,4.3,1.1,10,Always,4.48,8,6.3,,6,0.91,10,1,82.75
EMP0914,33,Female,Operations,Senior,27,On-site,41,17,33,7.31,29.0,115171,5,2.8,1.6,7,Sometimes,1.31,4,6.5,4.0,6,0.42,5,0,100.0
EMP0915,23,Female,HR,Senior,31,Remote,53,21,16,9.34,80.0,80414,31,3.4,2.5,5,Sometimes,4.62,4,7.4,5.0,3,0.54,9,0,90.46
EMP0916,48,Female,Finance,Senior,27,Remote,42,5,21,4.38,33.0,108071,41,4.6,3.7,24,Rarely,9.28,9,6.6,6.0,1,0.94,10,0,92.11
EMP0917,52,Male,HR,Junior,8,On-site,38,23,24,3.17,,147808,61,4.5,1.9,29,Often,3.64,3,6.7,5.0,10,0.78,5,1,94.31
EMP0918,57,Female,Marketing,Lead,21,Hybrid,52,23,30,5.99,68.0,113591,31,4.6,2.7,9,Rarely,3.91,7,,1.0,8,0.54,9,0,100.0
EMP0919,57,Male,HR,Senior,31,Remote,42,24,23,8.17,47.0,39297,38,2.1,3.2,29,Rarely,1.59,1,5.4,1.0,7,0.53,4,1,100.0
EMP0920,47,Male,Marketing,Senior,4,Remote,40,18,16,1.03,,144513,63,1.1,4.6,6,Often,6.54,7,6.1,0.0,4,0.92,10,0,46.48
EMP0921,48,Female,Engineering,Senior,22,Hybrid,46,14,25,6.68,50.0,163668,29,2.0,2.3,6,Always,8.64,10,6.3,5.0,4,0.94,5,1,98.98
EMP0922,26,Female,HR,Lead,4,Hybrid,51,12,38,6.37,79.0,121479,62,2.1,1.5,3,Always,4.18,2,4.0,2.0,0,0.55,9,1,100.0
EMP0923,41,Female,Finance,Senior,31,Hybrid,64,4,11,3.86,12.0,133752,30,4.6,3.0,2,Often,3.16,6,6.6,1.0,10,0.65,4,1,62.94
EMP0924,32,Male,Marketing,Senior,9,On-site,51,10,39,5.06,89.0,171080,39,3.6,4.0,23,Often,9.61,9,9.3,1.0,8,0.9,5,1,100.0
EMP0925,31,Male,Finance,Manager,14,Remote,54,7,19,3.22,30.0,150481,32,1.3,1.4,6,Sometimes,7.71,6,6.0,3.0,10,0.86,5,0,71.16
EMP0926,59,Female,Data Science,Senior,6,Hybrid,40,23,5,8.11,38.0,102156,62,1.5,2.7,3,Sometimes,6.1,3,6.5,3.0,9,0.89,4,0,50.63
EMP0927,27,Male,Marketing,Mid,28,Hybrid,36,22,30,6.71,62.0,95263,24,1.6,1.1,12,Sometimes,3.75,1,5.5,3.0,10,0.71,4,1,100.0
EMP0928,29,Female,HR,Senior,2,Hybrid,45,12,39,5.79,47.0,153996,35,3.5,1.1,19,Sometimes,2.99,4,5.2,,7,0.95,5,1,100.0
EMP0929,44,Female,Marketing,Mid,18,Remote,45,17,29,4.53,86.0,134252,23,3.9,2.9,16,Never,7.44,4,6.1,4.0,4,0.6,6,0,100.0
EMP0930,47,Female,Finance,Junior,9,On-site,36,20,19,3.62,47.0,153632,57,4.4,2.2,26,Never,5.7,8,7.3,2.0,9,0.49,7,1,75.9
EMP0931,33,Male,Engineering,Senior,27,On-site,43,6,26,8.4,60.0,109855,38,4.8,4.4,6,Always,5.69,10,6.2,1.0,5,0.83,6,1,100.0
EMP0932,47,Male,Marketing,Manager,28,Hybrid,48,15,10,5.06,11.0,51575,45,1.8,3.4,16,Never,1.66,10,6.1,6.0,11,0.72,1,1,58.69
EMP0933,34,Male,HR,Manager,14,Hybrid,47,18,19,5.51,77.0,47204,9,2.2,2.8,25,Never,5.61,7,7.1,6.0,9,0.91,2,0,77.3
EMP0934,39,Female,Data Science,Mid,34,Remote,49,4,28,5.69,55.0,46952,31,2.0,2.6,25,Sometimes,8.4,10,6.7,0.0,10,0.45,7,1,87.39
EMP0935,46,Male,Operations,Mid,5,Hybrid,47,5,25,5.04,17.0,118323,35,2.4,3.0,3,Sometimes,9.52,7,6.8,6.0,9,0.91,3,0,91.34
EMP0936,54,Female,Engineering,Junior,11,Hybrid,40,17,11,3.3,,177712,27,4.7,1.2,10,Often,1.96,7,7.9,5.0,7,0.58,10,0,64.45
EMP0937,33,Male,Data Science,Manager,12,Hybrid,40,17,33,2.08,27.0,61437,15,3.3,4.6,29,Sometimes,6.68,2,7.8,4.0,5,0.79,2,0,100.0
EMP0938,57,Non-binary,Marketing,Manager,28,On-site,35,22,36,1.89,81.0,162129,15,4.0,5.0,2,Often,6.12,9,8.3,4.0,9,0.42,6,1,100.0
EMP0939,25,Male,Finance,Senior,18,Hybrid,59,5,36,7.82,79.0,122681,17,3.0,1.7,10,Often,9.01,6,5.0,2.0,3,0.77,4,1,100.0
EMP0940,26,Male,Finance,Lead,2,Remote,45,20,9,3.01,51.0,42903,7,1.1,1.5,2,Never,7.76,2,7.5,4.0,2,0.83,5,0,45.18
EMP0941,58,Male,HR,Senior,7,On-site,43,18,8,1.5,15.0,61863,69,1.3,1.6,11,Sometimes,9.69,1,8.5,2.0,6,0.62,6,0,33.89
EMP0942,29,Female,Finance,Senior,7,Remote,37,14,26,8.18,76.0,78381,0,3.2,3.6,0,Never,9.64,1,4.5,6.0,1,0.53,3,0,100.0
EMP0943,49,Female,Engineering,Junior,19,Remote,68,23,22,2.39,57.0,63548,61,3.9,3.6,3,Sometimes,3.03,1,6.5,4.0,6,0.72,1,1,91.48
EMP0944,52,Female,Finance,Mid,3,Remote,36,24,39,6.63,92.0,46467,37,1.9,4.4,13,Never,7.53,4,5.8,5.0,0,0.9,3,0,100.0
EMP0945,30,Male,HR,Senior,20,Hybrid,41,2,21,4.05,8.0,92954,44,3.9,4.0,0,Never,5.77,4,6.5,2.0,9,0.59,3,0,87.83
EMP0946,50,Male,Operations,Senior,2,On-site,48,13,28,2.14,25.0,58901,57,4.2,2.8,13,Never,2.93,9,7.9,3.0,4,0.55,6,1,99.97
EMP0947,35,Female,Marketing,Mid,7,Hybrid,49,5,6,4.73,27.0,58301,0,2.6,3.5,12,Always,2.75,1,4.8,3.0,8,0.57,4,1,51.73
EMP0948,43,Male,Marketing,Manager,22,On-site,52,12,17,1.13,76.0,159686,31,4.0,3.8,12,Never,1.73,3,6.8,4.0,0,0.97,7,0,66.88
EMP0949,32,Male,Finance,Junior,15,Hybrid,59,6,19,8.57,35.0,120180,7,2.6,3.1,23,Rarely,8.16,3,,4.0,7,0.62,2,0,98.6
EMP0950,44,Non-binary,Data Science,Mid,12,Remote,49,3,9,5.62,8.0,104903,39,3.7,2.9,14,Rarely,3.92,8,7.9,6.0,8,0.4,4,1,60.11
EMP0951,22,Non-binary,Marketing,Senior,2,On-site,36,18,7,2.25,,138955,55,4.1,3.6,16,Rarely,8.71,2,7.0,2.0,8,0.87,8,0,57.7
EMP0952,58,Female,Operations,Senior,8,Remote,42,9,7,3.13,77.0,54755,62,,3.2,11,Often,6.47,6,6.3,6.0,7,0.82,6,0,47.15
EMP0953,42,Female,Finance,Senior,13,Remote,47,7,39,5.03,50.0,94817,35,2.4,3.6,29,Never,7.06,4,5.6,2.0,3,0.48,10,0,100.0
